gene_name,Class,Phenotype 1,Phenotype 2,Phenotype 3,Phenotype 4,Phenotype 5,Phenotype 6,Phenotype 7,Phenotype 8,Phenotype 9,Phenotype 10,Phenotype 11,Phenotype 12,Phenotype 13,Phenotype 14,Phenotype 15,Phenotype 16
tet(S)_2_L09756,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(S)_3_X92946,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(T)_1_L42544,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(T)_2_AY660530,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(W)_1_DQ060146,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(W)_2_AY049983,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(W)_3_AJ427421,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(W)_4_FN396364,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(W)_5_AJ427422,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(32)_1_EU722333,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(32)_2_EF626943,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(36)_1_AJ514254,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(44)_1_NZ_ABDU01000081,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(44)_2_FN594949,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
otr(A)_1_X53401,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet_1_M74049,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(X)_1_GU014535,Tetracycline,Doxycycline,Tetracycline,Minocycline,,,,,,,,,,,,,
tet(X)_2_M37699,Tetracycline,Doxycycline,Tetracycline,Minocycline,,,,,,,,,,,,,
tet(X)_3_AB097942,Tetracycline,Doxycycline,Tetracycline,Minocycline,,,,,,,,,,,,,
tet(X3)_1_MK134375,Tetracycline,Doxycycline,Tetracycline,Minocycline,,,,,,,,,,,,,
tet(X4)_1_MK134376,Tetracycline,Doxycycline,Tetracycline,Minocycline,,,,,,,,,,,,,
tet(X5)_1_CP040912,Tetracycline,Doxycycline,Tetracycline,Minocycline,,,,,,,,,,,,,
tet(34)_1_AB061440,Tetracycline,Tetracycline,,,,,,,,,,,,,,,
tet(37)_1_AF540889,Tetracycline,Tetracycline,,,,,,,,,,,,,,,
tet(47)_1_KR857681,Tetracycline,Tetracycline,,,,,,,,,,,,,,,
tet(48)_1_KR857682,Tetracycline,Tetracycline,,,,,,,,,,,,,,,
tet(49)_1_KR857683,Tetracycline,Tetracycline,,,,,,,,,,,,,,,
tet(50)_1_KR857684,Tetracycline,Tetracycline,,,,,,,,,,,,,,,
tet(51)_1_KR857685,Tetracycline,Tetracycline,,,,,,,,,,,,,,,
tet(52)_1_KR857686,Tetracycline,Tetracycline,,,,,,,,,,,,,,,
tet(53)_1_KR857687,Tetracycline,Tetracycline,,,,,,,,,,,,,,,
tet(54)_1_KR857688,Tetracycline,Tetracycline,,,,,,,,,,,,,,,
tet(55)_1_KR857689,Tetracycline,Tetracycline,,,,,,,,,,,,,,,
tet(O/W)_1_AM889118,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(O/W)_2_AM889119,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(O/W)_3_AM889120,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(O/W)_4_AM889121,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(O/W)_5_AM889122,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(O/W)-2_1_AY485122,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(O/W)-1_1_AY485126,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(O/W/O)-3_1_EF065524,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(O/W/O)-2_1_AY196920,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(O/W/O)-1_1_AY196921,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(O/W/32/O)_1_EF065523,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(O/W/32/O)_2_FM164392,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(O/W/32/O)_5_JQ740053,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(O/W/32/O/W/O)_1_DQ525023,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(O/W/32/O/W/O)_2_DQ679926,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(O/32/O)_1_JQ740052,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(O/32/O)_2_AJ295238,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(O/32/O)_3_NZ_AUJS01000017,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(O/32/O)_4_AIOQ01000025,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(O/32/O)_5_FP929050,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(O/32/O)_6_NG_048124,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(S/M)_1_HM367711,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(S/M)_2_AY534326,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(W/32/O)_1_AM710601,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(W/32/O)_2_AM710602,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(W/32/O)_3_AM710603,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(W/32/O)_4_AM710605,Tetracycline,Doxycycline,Tetracycline,,,,,,,,,,,,,,
tet(X6)_1_MN507533,Tetracycline,Doxycycline,Tetracycline,Minocycline,,,,,,,,,,,,,
tmexC1_1_MK347425,Tetracycline,Doxycycline,Tetracycline,Minocycline,,,,,,,,,,,,,
tmexC2_1_MN175502,Tetracycline,Doxycycline,Tetracycline,Minocycline,,,,,,,,,,,,,
tmexC3_1_LC633285,Tetracycline,Doxycycline,Tetracycline,Minocycline,,,,,,,,,,,,,
tmexC4_1_CP091084,Tetracycline,Doxycycline,Tetracycline,Minocycline,,,,,,,,,,,,,
tmexD1_1_MK347425,Tetracycline,Doxycycline,Tetracycline,Minocycline,,,,,,,,,,,,,
tmexD2_1_MN175502,Tetracycline,Doxycycline,Tetracycline,Minocycline,,,,,,,,,,,,,
tmexD3_1_LC633285,Tetracycline,Doxycycline,Tetracycline,Minocycline,,,,,,,,,,,,,
tmexD4_1_CP091084,Tetracycline,Doxycycline,Tetracycline,Minocycline,,,,,,,,,,,,,
TOprJ1_1_MK347425,Tetracycline,Doxycycline,Tetracycline,Minocycline,,,,,,,,,,,,,
TOprJ2_1_MN175502,Tetracycline,Doxycycline,Tetracycline,Minocycline,,,,,,,,,,,,,
TOprJ3_1_LC633285,Tetracycline,Doxycycline,Tetracycline,Minocycline,,,,,,,,,,,,,
TOprJ4_1_CP091084,Tetracycline,Doxycycline,Tetracycline,Minocycline,,,,,,,,,,,,,
blaCARB-1_1_AF313471,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-2_1_M69058,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-3_1_S46063,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-4_1_U14749,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-5_1_AF135373,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-6_1_AF030945,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-7_1_AF409092,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-8_1_AY178993,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-9_1_AY248038,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-10_1_EU850412,Beta-lactam,Amoxicillin,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Piperacillin,,,,,,,,,,,
blaCARB-11_1_AY008290,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-12_1_D13210,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-14_1_JQ364968,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-16_1_HF953351,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-17_1_KJ934265,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-18_1_KJ934266,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-19_1_KJ934267,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-20_1_NG_054946,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-21_1_NG_048724,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-22_1_JYNG01000059,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-23_1_NG_048726,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-24_1_BK008907,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-25_1_BK008888,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-26_1_BK008904,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-27_1_NG_048730,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-28_1_BK008906,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-29_1_BK008905,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-30_1_NG_048734,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-31_1_NG_048735,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-32_1_NG_048736,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-33_1_BK008903,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-34_1_NG_048738,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-35_1_BK008900,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-36_1_LHBD01000022,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-38_1_BK008898,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-40_1_BK008889,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-41_1_BK008890,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-42_1_NG_048745,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-43_1_NG_048746,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-44_1_JTGS01000066,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-45_1_JTGR01000061,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-46_1_NG_048749,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-47_1_NG050564,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-48_1_NG050604,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-49_1_KX599396,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaCARB-50_1_NG_052478,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaFRI-1_1_KT192551,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefixime,Cefotaxime,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,Piperacillin+Tazobactam,,,,
blaFRI-2_1_KX620467,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Ertapenem,Imipenem,Meropenem,Piperacillin,,,,,,,,
blaFRI-3_1_KY524440,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,Piperacillin+Tazobactam,,
blaFRI-4_1_NG_055267,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,Piperacillin+Tazobactam,,
blaFRI-5_1_MH208723,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,Piperacillin+Tazobactam,,
fusB_1_AY373761,Steroid antibacterial,Fusidicacid,,,,,,,,,,,,,,,
fusB_2_JF777505,Steroid antibacterial,Fusidicacid,,,,,,,,,,,,,,,
fusC_1_KF527883,Steroid antibacterial,Fusidicacid,,,,,,,,,,,,,,,
mupA_1_X75439,Pseudomonic acid,Mupirocin,,,,,,,,,,,,,,,
mupA_2_GU237136,Pseudomonic acid,Mupirocin,,,,,,,,,,,,,,,
mupB_1_JQ231224,Pseudomonic acid,Mupirocin,,,,,,,,,,,,,,,
blaLAP-1_1_EF026092,Beta-lactam,Amoxicillin,Ampicillin,Cephalotin,Piperacillin,,,,,,,,,,,,
blaLAP-2_1_EU159120,Beta-lactam,Amoxicillin,Ampicillin,Cephalotin,Piperacillin,,,,,,,,,,,,
blaAER-1_1_U14748,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaBEL4_1_KX388629,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaBES-1_1_AF234999,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaBIC-1_1_GQ260093,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Imipenem,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,,,
blaBKC_1_KP689347,Beta-lactam,Amoxicillin,Ampicillin,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,,,,,,
ARR-2_1_HQ141279,Rifamycin,Rifampicin,,,,,,,,,,,,,,,
ARR-3_1_JF806499,Rifamycin,Rifampicin,,,,,,,,,,,,,,,
ARR-3_4_FM207631,Rifamycin,Rifampicin,,,,,,,,,,,,,,,
ARR-4_1_EF660562,Rifamycin,Rifampicin,,,,,,,,,,,,,,,
ARR-5_1_EF660563,Rifamycin,Rifampicin,,,,,,,,,,,,,,,
ARR-6_1_FM955585,Rifamycin,Rifampicin,,,,,,,,,,,,,,,
ARR-6_2_FM897214,Rifamycin,Rifampicin,,,,,,,,,,,,,,,
ARR-6_3_JF922883,Rifamycin,Rifampicin,,,,,,,,,,,,,,,
ARR-7_1_FN397623,Rifamycin,Rifampicin,,,,,,,,,,,,,,,
nimA_1_X71444,Nitroimidazole,Metronidazole,,,,,,,,,,,,,,,
nimB_1_X71443,Nitroimidazole,Metronidazole,,,,,,,,,,,,,,,
nimC_1_X76948,Nitroimidazole,Metronidazole,,,,,,,,,,,,,,,
nimD_1_X76949,Nitroimidazole,Metronidazole,,,,,,,,,,,,,,,
nimE_1_AJ244018,Nitroimidazole,Metronidazole,,,,,,,,,,,,,,,
nimE_1_AM042593,Nitroimidazole,Metronidazole,,,,,,,,,,,,,,,
nimF_1_AJ515145,Nitroimidazole,Metronidazole,,,,,,,,,,,,,,,
nimH_1_KX576455,Nitroimidazole,Metronidazole,,,,,,,,,,,,,,,
nimI_1_FJ940883,Nitroimidazole,Metronidazole,,,,,,,,,,,,,,,
nimI_1_FJ940884,Nitroimidazole,Metronidazole,,,,,,,,,,,,,,,
nimI_1_FJ940886,Nitroimidazole,Metronidazole,,,,,,,,,,,,,,,
nimI_1_FJ940887,Nitroimidazole,Metronidazole,,,,,,,,,,,,,,,
nimI_1_FJ940889,Nitroimidazole,Metronidazole,,,,,,,,,,,,,,,
nimJ_1_NZ_JH815495,Nitroimidazole,Metronidazole,,,,,,,,,,,,,,,
blaCMH-3_1_KX192165,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaSGM-7_1_NG050614,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaL_1_NG050597,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaL_2_NG050596,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaVHW-1_1_AF217648,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaVHH-1_1_NG050334,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaTER-2_1_FJ263090,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaTER-1_1_FJ263091,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaSST-1_1_AB008455,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,,
blaSRT-1_1_AB008454,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaSRT-2_1_AY524276,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaSPU-1_1_GQ919044,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
blaSPG-1_1_KP109680,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
blaSGM-6_1_NG049988,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaSGM-5_1_NG049987,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaSGM-4_1_CP002798,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaSGM-2_1_AP010803,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaSGM-1_1_AAQG01000013,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaSCO-1_1_EF063111,Beta-lactam,Amoxicillin,Ampicillin,Piperacillin,Ticarcillin,Amoxicillin+Clavulanicacid,Ampicillin+Clavulanicacid,Piperacillin+Clavulanicacid,,,,,,,,,
blaPLA-6A_1_DQ251478,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaPLA-3A_1_AY507663,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaPLA-4A_1_AY507664,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaPLA-5A_1_DQ249871,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaPLA2a_1_AY307385,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaPLA1a_1_AY302757,Beta-lactam,Ampicillin,Amoxicillin,,,,,,,,,,,,,,
blaPEDO-3_1_KP109679,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
blaPEDO-2_1_KP109678,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
blaPEDO-1_1_KP109677,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
blaOXA-493_1_CP007774,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaVCC-1_1_KT818596,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Ertapenem,Imipenem,Meropenem,Piperacillin,,,,,,,,
blaPAM-1_1_AB858498,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
blaTMB-1_1_FR771847,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
blaTMB-2_1_AB758277,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
blaACC-4_1_GU256641,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaACT-1_1_U58495,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaACT-2_1_AM076977,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaACT-3_1_EF125013,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaACT-4_2_AJ311172,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaACT-5_1_FJ237369,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaACT-6_1_FJ237366,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaACT-7_1_FJ237368,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaACT-9_1_HQ693810,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaACT-10_1_JN848330,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaACT-12_1_JX440355,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaACT-14_1_JX440354,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaACT-15_1_JX440356,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaACT-16_1_AB737978,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaBEL-1_1_DQ089809,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaBEL-2_1_FJ666063,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
blaBEL-3_1_GQ202694,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefotaxime,Cefoxitin,Ceftazidime,Piperacillin,Piperacillin+Tazobactam,Ticarcillin,,,,,,
cepA_1_L13472,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
cepA_1_U05887,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
cepA_6_FR688022,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
cepA-49_1_U05886,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
cepA-44_1_U05885,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
